REPORT_DAT,SHIFT,OFFENSE,METHOD,addresses,lon,lat,geoaddress,DISTRICT,PSA,WARD,ANC,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE,geoAddress
3/29/17 12:11,DAY,THEFT F/AUTO,OTHERS,"2000  PARK ROAD NW, WASHINGTON, DC",-77.0456164,38.9335642,NA,4,408,4,4A,Cluster 18,002600 1,2600,Precinct 47,17050980,395893,141011,3/29/17 8:30,3/29/17 11:30,"2000 park rd nw, washington, dc 20010, usa"
2/19/17 6:50,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000  PARK ROAD NW, WASHINGTON, DC",-77.0456164,38.9335642,NA,4,408,4,4A,Cluster 18,002600 1,2600,Precinct 47,17027923,395893,141011,2/18/17 3:00,2/18/17 10:00,"2000 park rd nw, washington, dc 20010, usa"
6/11/16 18:10,EVENING,THEFT F/AUTO,OTHERS,"2000  PARK ROAD NW, WASHINGTON, DC",-77.0456164,38.9335642,NA,4,408,4,4A,Cluster 18,002600 1,2600,Precinct 47,16095156,395893,141011,6/11/16 16:00,6/11/16 17:30,"2000 park rd nw, washington, dc 20010, usa"
6/6/16 18:54,EVENING,THEFT F/AUTO,OTHERS,"2000  PARK ROAD NW, WASHINGTON, DC",-77.0456164,38.9335642,NA,4,408,4,4A,Cluster 18,002600 1,2600,Precinct 47,16091656,395893,141011,6/6/16 14:00,6/6/16 15:30,"2000 park rd nw, washington, dc 20010, usa"
9/18/16 14:13,DAY,THEFT F/AUTO,OTHERS,"2000  TRUMBULL TERRACE NW, WASHINGTON, DC",-77.0458519,38.9409858,NA,4,404,4,4A,Cluster 18,002600 1,2600,Precinct 48,16158469,395986,141516,9/17/16 21:00,9/18/16 7:20,"2000 trumbull terrace nw, washington, dc 20011, usa"
9/18/16 11:23,DAY,THEFT F/AUTO,OTHERS,"2000  TRUMBULL TERRACE NW, WASHINGTON, DC",-77.0458519,38.9409858,NA,4,404,4,4A,Cluster 18,002600 1,2600,Precinct 48,16158398,395986,141516,9/17/16 21:15,9/18/16 10:45,"2000 trumbull terrace nw, washington, dc 20011, usa"
6/19/16 16:15,EVENING,THEFT/OTHER,OTHERS,"2000  TRUMBULL TERRACE NW, WASHINGTON, DC",-77.0458519,38.9409858,NA,4,404,4,4A,Cluster 18,002600 1,2600,Precinct 48,16100339,395986,141516,6/19/16 1:00,6/19/16 2:30,"2000 trumbull terrace nw, washington, dc 20011, usa"
5/25/17 20:05,EVENING,ROBBERY,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17088121,397745,138854,5/25/17 18:50,,"2000 10th st nw, washington, dc 20001, usa"
5/21/17 6:16,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17085232,397745,138854,5/21/17 3:00,5/21/17 6:05,"2000 10th st nw, washington, dc 20001, usa"
5/20/17 5:24,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17084540,397745,138854,5/20/17 0:00,5/20/17 3:30,"2000 10th st nw, washington, dc 20001, usa"
5/5/17 8:56,DAY,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17074613,397745,138854,5/4/17 22:15,5/5/17 1:15,"2000 10th st nw, washington, dc 20001, usa"
4/27/17 18:52,EVENING,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17069503,397745,138854,4/27/17 15:00,4/27/17 18:15,"2000 10th st nw, washington, dc 20001, usa"
4/26/17 23:23,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17068972,397745,138854,4/26/17 20:30,4/26/17 22:30,"2000 10th st nw, washington, dc 20001, usa"
4/21/17 15:08,EVENING,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17065586,397745,138854,4/21/17 13:30,4/21/17 15:08,"2000 10th st nw, washington, dc 20001, usa"
4/7/17 19:46,EVENING,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17056902,397745,138854,4/7/17 19:35,4/7/17 19:46,"2000 10th st nw, washington, dc 20001, usa"
3/24/17 14:50,DAY,THEFT/OTHER,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17047933,397745,138854,3/23/17 18:30,3/24/17 12:40,"2000 10th st nw, washington, dc 20001, usa"
3/20/17 13:04,DAY,THEFT/OTHER,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17045267,397745,138854,3/16/17 14:00,3/16/17 17:10,"2000 10th st nw, washington, dc 20001, usa"
3/15/17 17:23,EVENING,THEFT/OTHER,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17042405,397745,138854,3/15/17 14:00,3/15/17 16:00,"2000 10th st nw, washington, dc 20001, usa"
3/13/17 0:37,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17041038,397745,138854,3/12/17 15:00,3/12/17 16:00,"2000 10th st nw, washington, dc 20001, usa"
2/21/17 21:24,EVENING,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17029937,397745,138854,2/21/17 19:53,2/21/17 20:57,"2000 10th st nw, washington, dc 20001, usa"
2/19/17 16:06,EVENING,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17028608,397745,138854,2/19/17 13:00,2/19/17 15:00,"2000 10th st nw, washington, dc 20001, usa"
2/12/17 19:30,EVENING,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17024612,397745,138854,2/12/17 15:00,2/12/17 18:40,"2000 10th st nw, washington, dc 20001, usa"
1/2/17 16:22,EVENING,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17000996,397745,138854,1/2/17 13:25,1/2/17 15:25,"2000 10th st nw, washington, dc 20001, usa"
12/28/16 17:28,EVENING,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16218789,397745,138854,12/28/16 15:57,12/28/16 17:28,"2000 10th st nw, washington, dc 20001, usa"
12/3/16 23:57,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16205132,397745,138854,12/3/16 20:09,12/3/16 22:09,"2000 10th st nw, washington, dc 20001, usa"
12/3/16 11:56,DAY,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16204787,397745,138854,12/2/16 17:30,12/3/16 11:56,"2000 10th st nw, washington, dc 20001, usa"
11/17/16 21:29,EVENING,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16196077,397745,138854,11/17/16 19:45,11/17/16 21:00,"2000 10th st nw, washington, dc 20001, usa"
11/11/16 15:53,EVENING,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16192419,397745,138854,11/11/16 14:30,11/11/16 14:33,"2000 10th st nw, washington, dc 20001, usa"
11/11/16 2:14,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16192142,397745,138854,11/10/16 23:30,11/11/16 1:21,"2000 10th st nw, washington, dc 20001, usa"
11/6/16 9:55,DAY,ROBBERY,GUN,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16189359,397745,138854,11/6/16 9:19,11/6/16 9:30,"2000 10th st nw, washington, dc 20001, usa"
10/6/16 22:01,EVENING,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16170113,397745,138854,10/6/16 18:45,10/6/16 21:15,"2000 10th st nw, washington, dc 20001, usa"
10/4/16 0:16,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16168304,397745,138854,10/3/16 19:30,10/3/16 22:30,"2000 10th st nw, washington, dc 20001, usa"
9/10/16 18:41,EVENING,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16153426,397745,138854,9/10/16 13:58,9/10/16 15:00,"2000 10th st nw, washington, dc 20001, usa"
8/9/16 0:48,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16132669,397745,138854,8/8/16 18:52,8/8/16 23:10,"2000 10th st nw, washington, dc 20001, usa"
6/2/16 15:48,EVENING,THEFT F/AUTO,OTHERS,"2000 10TH STREET NW, WASHINGTON, DC",-77.0259858,38.917018,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16088969,397745,138854,6/1/16 20:00,6/1/16 20:30,"2000 10th st nw, washington, dc 20001, usa"
3/3/17 14:35,DAY,THEFT F/AUTO,OTHERS,"2000 11TH STREET NW, WASHINGTON, DC",-77.0274134,38.9172073,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17035681,397655,138854,3/3/17 11:30,3/3/17 12:00,"2000 11th st nw, washington, dc 20001, usa"
1/28/17 15:20,EVENING,THEFT F/AUTO,OTHERS,"2000 11TH STREET NW, WASHINGTON, DC",-77.0274134,38.9172073,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17015860,397655,138854,1/28/17 14:07,1/28/17 14:55,"2000 11th st nw, washington, dc 20001, usa"
11/5/16 19:20,EVENING,THEFT F/AUTO,OTHERS,"2000 11TH STREET NW, WASHINGTON, DC",-77.0274134,38.9172073,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16189001,397655,138854,11/5/16 17:00,11/5/16 19:00,"2000 11th st nw, washington, dc 20001, usa"
10/25/16 17:16,EVENING,MOTOR VEHICLE THEFT,OTHERS,"2000 11TH STREET NW, WASHINGTON, DC",-77.0274134,38.9172073,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16181905,397655,138854,10/25/16 15:44,10/25/16 17:16,"2000 11th st nw, washington, dc 20001, usa"
8/23/16 21:09,EVENING,THEFT F/AUTO,OTHERS,"2000 11TH STREET NW, WASHINGTON, DC",-77.0274134,38.9172073,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16141953,397655,138854,8/23/16 19:30,8/23/16 20:30,"2000 11th st nw, washington, dc 20001, usa"
8/9/16 11:26,DAY,THEFT F/AUTO,OTHERS,"2000 11TH STREET NW, WASHINGTON, DC",-77.0274134,38.9172073,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16132813,397655,138854,8/9/16 9:31,8/9/16 11:19,"2000 11th st nw, washington, dc 20001, usa"
7/27/16 15:04,EVENING,THEFT F/AUTO,OTHERS,"2000 11TH STREET NW, WASHINGTON, DC",-77.0274134,38.9172073,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16124733,397655,138854,7/27/16 13:00,7/27/16 14:45,"2000 11th st nw, washington, dc 20001, usa"
6/4/16 11:07,DAY,MOTOR VEHICLE THEFT,OTHERS,"2000 11TH STREET NW, WASHINGTON, DC",-77.0274134,38.9172073,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16090305,397655,138854,6/4/16 9:50,6/4/16 9:55,"2000 11th st nw, washington, dc 20001, usa"
5/10/17 0:25,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000 12TH STREET NW, WASHINGTON, DC",-77.0283231,38.9172175,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17077726,397564,138854,5/9/17 18:30,5/9/17 23:30,"2000 12th st nw, washington, dc 20009, usa"
2/17/17 22:59,EVENING,THEFT F/AUTO,OTHERS,"2000 12TH STREET NW, WASHINGTON, DC",-77.0283231,38.9172175,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17027676,397564,138854,2/17/17 18:00,2/17/17 22:59,"2000 12th st nw, washington, dc 20009, usa"
1/24/17 11:29,DAY,THEFT F/AUTO,OTHERS,"2000 12TH STREET NW, WASHINGTON, DC",-77.0283231,38.9172175,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17013247,397564,138854,1/23/17 12:05,1/23/17 12:20,"2000 12th st nw, washington, dc 20009, usa"
11/5/16 16:26,EVENING,THEFT F/AUTO,OTHERS,"2000 12TH STREET NW, WASHINGTON, DC",-77.0283231,38.9172175,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16188896,397564,138854,11/5/16 15:47,11/5/16 16:26,"2000 12th st nw, washington, dc 20009, usa"
11/2/16 17:28,EVENING,THEFT F/AUTO,OTHERS,"2000 12TH STREET NW, WASHINGTON, DC",-77.0283231,38.9172175,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16186972,397564,138854,11/2/16 14:50,11/2/16 16:06,"2000 12th st nw, washington, dc 20009, usa"
9/23/16 12:00,DAY,THEFT/OTHER,OTHERS,"2000 12TH STREET NW, WASHINGTON, DC",-77.0283231,38.9172175,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16161601,397564,138854,9/22/16 8:00,9/22/16 9:00,"2000 12th st nw, washington, dc 20009, usa"
8/26/16 11:55,DAY,THEFT/OTHER,OTHERS,"2000 12TH STREET NW, WASHINGTON, DC",-77.0283231,38.9172175,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16401777,397564,138854,8/25/16 19:45,8/25/16 20:00,"2000 12th st nw, washington, dc 20009, usa"
7/14/16 1:39,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000 12TH STREET NW, WASHINGTON, DC",-77.0283231,38.9172175,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16116163,397564,138854,7/13/16 20:00,7/13/16 22:30,"2000 12th st nw, washington, dc 20009, usa"
7/11/16 14:21,DAY,THEFT F/AUTO,OTHERS,"2000 12TH STREET NW, WASHINGTON, DC",-77.0283231,38.9172175,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16114484,397564,138854,7/10/16 11:00,7/11/16 6:00,"2000 12th st nw, washington, dc 20009, usa"
5/27/17 5:07,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17089092,397431,138854,5/27/17 4:01,5/27/17 4:30,"2000 13th st nw, washington, dc 20009, usa"
5/19/17 14:21,DAY,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17083996,397431,138854,5/19/17 11:30,5/19/17 13:30,"2000 13th st nw, washington, dc 20009, usa"
5/11/17 5:25,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17078515,397431,138854,5/10/17 23:30,5/11/17 4:28,"2000 13th st nw, washington, dc 20009, usa"
5/7/17 18:48,EVENING,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17076115,397431,138854,5/7/17 16:48,5/7/17 18:48,"2000 13th st nw, washington, dc 20009, usa"
4/28/17 18:12,EVENING,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17070209,397431,138854,4/28/17 17:55,4/28/17 17:59,"2000 13th st nw, washington, dc 20009, usa"
4/26/17 18:58,EVENING,THEFT/OTHER,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17068814,397431,138854,4/26/17 13:48,4/26/17 18:52,"2000 13th st nw, washington, dc 20009, usa"
4/23/17 20:56,EVENING,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17066934,397431,138854,4/23/17 13:45,4/23/17 19:55,"2000 13th st nw, washington, dc 20009, usa"
4/22/17 4:40,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17066013,397431,138854,4/22/17 4:00,4/22/17 4:28,"2000 13th st nw, washington, dc 20009, usa"
4/5/17 16:56,EVENING,THEFT/OTHER,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17055463,397431,138854,4/5/17 15:50,,"2000 13th st nw, washington, dc 20009, usa"
3/26/17 5:23,MIDNIGHT,ROBBERY,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17049001,397431,138854,3/26/17 2:46,3/26/17 3:28,"2000 13th st nw, washington, dc 20009, usa"
3/24/17 17:55,EVENING,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17048033,397431,138854,3/24/17 14:30,3/24/17 17:55,"2000 13th st nw, washington, dc 20009, usa"
3/21/17 12:34,DAY,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17045897,397431,138854,3/21/17 11:17,3/21/17 12:34,"2000 13th st nw, washington, dc 20009, usa"
3/9/17 18:52,EVENING,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17039414,397431,138854,3/9/17 17:30,3/9/17 18:40,"2000 13th st nw, washington, dc 20009, usa"
3/8/17 0:49,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17038284,397431,138854,3/7/17 20:00,3/7/17 23:00,"2000 13th st nw, washington, dc 20009, usa"
3/7/17 3:49,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17037622,397431,138854,3/6/17 19:15,3/6/17 21:35,"2000 13th st nw, washington, dc 20009, usa"
3/6/17 23:25,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17037634,397431,138854,3/6/17 21:38,3/6/17 22:07,"2000 13th st nw, washington, dc 20009, usa"
2/3/17 5:50,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17019128,397431,138854,2/3/17 0:31,2/3/17 2:24,"2000 13th st nw, washington, dc 20009, usa"
1/15/17 17:18,EVENING,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,17008318,397431,138854,1/15/17 12:10,1/15/17 15:50,"2000 13th st nw, washington, dc 20009, usa"
12/20/16 19:53,EVENING,ROBBERY,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16214755,397431,138854,12/20/16 18:46,12/20/16 19:30,"2000 13th st nw, washington, dc 20009, usa"
12/11/16 4:10,MIDNIGHT,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16209247,397431,138854,12/11/16 2:55,12/11/16 4:09,"2000 13th st nw, washington, dc 20009, usa"
12/1/16 5:10,MIDNIGHT,THEFT/OTHER,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16402400,397431,138854,11/26/16 8:35,11/26/16 14:27,"2000 13th st nw, washington, dc 20009, usa"
11/30/16 13:48,DAY,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16202930,397431,138854,11/30/16 12:30,11/30/16 12:40,"2000 13th st nw, washington, dc 20009, usa"
11/23/16 15:26,EVENING,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16199373,397431,138854,11/23/16 14:40,11/23/16 14:58,"2000 13th st nw, washington, dc 20009, usa"
11/19/16 19:57,EVENING,THEFT F/AUTO,OTHERS,"2000 13TH STREET NW, WASHINGTON, DC",-77.0296045,38.9169977,NA,3,305,1,1B,Cluster 3,004400 1,4400,Precinct 22,16197282,397431,138854,11/19/16 19:18,11/19/16 19:41,"2000 13th st nw, washington, dc 20009, usa"
