"REPORT_DAT","SHIFT","OFFENSE","METHOD","addresses","lon","lat","geoaddress","DISTRICT","PSA","WARD","ANC","NEIGHBORHOOD_CLUSTER","BLOCK_GROUP","CENSUS_TRACT","VOTING_PRECINCT","CCN","XBLOCK","YBLOCK","START_DATE","END_DATE","geoAddress"
"4/13/2017 15:31","EVENING","THEFT/OTHER","OTHERS","300  ONEIDA STREET NE, WASHINGTON, DC",-77.0027631,38.9620058,NA,4,406,4,"4B","Cluster 19","009505 1",9505,"Precinct 65",17060626,399919,143788,"4/6/2017 14:00","4/6/2017 16:00","300 oneida st ne, washington, dc 20011, usa"
"12/23/2016 21:30","EVENING","THEFT/OTHER","OTHERS","300  ONEIDA STREET NE, WASHINGTON, DC",-77.0027631,38.9620058,NA,4,406,4,"4B","Cluster 19","009505 1",9505,"Precinct 65",16216437,399919,143788,"12/23/2016 13:30","12/23/2016 13:51","300 oneida st ne, washington, dc 20011, usa"
"10/25/2016 7:56","DAY","THEFT F/AUTO","OTHERS","300  ONEIDA STREET NE, WASHINGTON, DC",-77.0027631,38.9620058,NA,4,406,4,"4B","Cluster 19","009505 1",9505,"Precinct 65",16181605,399919,143788,"10/25/2016 7:27","10/25/2016 7:56","300 oneida st ne, washington, dc 20011, usa"
"6/1/2017 18:10","EVENING","THEFT/OTHER","OTHERS","300  PEABODY STREET NE, WASHINGTON, DC",-77.0025025,38.9628606,NA,4,406,4,"4B","Cluster 19","009505 1",9505,"Precinct 65",17092774,399918,143864,"6/1/2017 7:00","6/1/2017 7:30","300 peabody st ne, washington, dc 20011, usa"
"5/27/2017 10:40","DAY","THEFT/OTHER","OTHERS","300  PEABODY STREET NE, WASHINGTON, DC",-77.0025025,38.9628606,NA,4,406,4,"4B","Cluster 19","009505 1",9505,"Precinct 65",17089163,399918,143864,"5/24/2017 8:00","5/27/2017 7:00","300 peabody st ne, washington, dc 20011, usa"
"5/25/2017 7:57","DAY","MOTOR VEHICLE THEFT","OTHERS","300  PEABODY STREET NE, WASHINGTON, DC",-77.0025025,38.9628606,NA,4,406,4,"4B","Cluster 19","009505 1",9505,"Precinct 65",17087697,399918,143864,"5/24/2017 23:30","5/25/2017 6:58","300 peabody st ne, washington, dc 20011, usa"
"4/22/2017 9:43","DAY","THEFT/OTHER","OTHERS","300  PEABODY STREET NE, WASHINGTON, DC",-77.0025025,38.9628606,NA,4,406,4,"4B","Cluster 19","009505 1",9505,"Precinct 65",17066062,399918,143864,"4/18/2017 22:30","4/19/2017 22:30","300 peabody st ne, washington, dc 20011, usa"
"3/10/2017 12:16","DAY","THEFT F/AUTO","OTHERS","300  PEABODY STREET NE, WASHINGTON, DC",-77.0025025,38.9628606,NA,4,406,4,"4B","Cluster 19","009505 1",9505,"Precinct 65",17039795,399918,143864,"3/10/2017 10:00","3/10/2017 10:15","300 peabody st ne, washington, dc 20011, usa"
"3/6/2017 4:02","MIDNIGHT","THEFT F/AUTO","OTHERS","300  PEABODY STREET NE, WASHINGTON, DC",-77.0025025,38.9628606,NA,4,406,4,"4B","Cluster 19","009505 1",9505,"Precinct 65",17037144,399918,143864,"3/5/2017 15:00","3/5/2017 23:00","300 peabody st ne, washington, dc 20011, usa"
"12/19/2016 21:41","EVENING","BURGLARY","OTHERS","300  PEABODY STREET NE, WASHINGTON, DC",-77.0025025,38.9628606,NA,4,406,4,"4B","Cluster 19","009505 1",9505,"Precinct 65",16214246,399918,143864,"12/19/2016 9:00","12/19/2016 20:00","300 peabody st ne, washington, dc 20011, usa"
"10/1/2016 13:16","DAY","THEFT F/AUTO","OTHERS","300  PEABODY STREET NE, WASHINGTON, DC",-77.0025025,38.9628606,NA,4,406,4,"4B","Cluster 19","009505 1",9505,"Precinct 65",16166732,399918,143864,"9/30/2016 22:45","10/1/2016 10:50","300 peabody st ne, washington, dc 20011, usa"
"7/18/2016 22:02","EVENING","THEFT F/AUTO","OTHERS","300  PEABODY STREET NE, WASHINGTON, DC",-77.0025025,38.9628606,NA,4,406,4,"4B","Cluster 19","009505 1",9505,"Precinct 65",16119160,399918,143864,"7/17/2016 23:00","7/18/2016 6:30","300 peabody st ne, washington, dc 20011, usa"
"7/1/2016 7:09","DAY","THEFT F/AUTO","OTHERS","300  PEABODY STREET NE, WASHINGTON, DC",-77.0025025,38.9628606,NA,4,406,4,"4B","Cluster 19","009505 1",9505,"Precinct 65",16107992,399918,143864,"6/29/2016 11:30","7/1/2016 5:45","300 peabody st ne, washington, dc 20011, usa"
"6/13/2016 9:21","DAY","THEFT F/AUTO","OTHERS","300  PEABODY STREET NE, WASHINGTON, DC",-77.0025025,38.9628606,NA,4,406,4,"4B","Cluster 19","009505 1",9505,"Precinct 65",16096145,399918,143864,"6/12/2016 8:47","6/13/2016 7:00","300 peabody st ne, washington, dc 20011, usa"
"1/11/2017 12:45","DAY","ASSAULT W/DANGEROUS WEAPON","KNIFE","300  PEABODY STREET NW, WASHINGTON, DC",-77.0161695,38.9627011,NA,4,402,4,"4B","Cluster 17","001902 1",1902,"Precinct 64",17005738,398518,143865,"1/11/2017 10:10","1/11/2017 12:45","300 peabody st nw, washington, dc 20011, usa"
"6/18/2016 11:58","DAY","THEFT/OTHER","OTHERS","300  PEABODY STREET NW, WASHINGTON, DC",-77.0161695,38.9627011,NA,4,402,4,"4B","Cluster 17","001902 1",1902,"Precinct 64",16099568,398518,143865,"6/18/2016 11:15","6/18/2016 11:50","300 peabody st nw, washington, dc 20011, usa"
"4/10/2017 1:08","MIDNIGHT","ASSAULT W/DANGEROUS WEAPON","GUN","300  QUACKENBOS STREET NE, WASHINGTON, DC",-77.0025681,38.9639528,NA,4,406,4,"4B","Cluster 19","009505 1",9505,"Precinct 65",17058247,399878,143983,"4/9/2017 21:47","4/10/2017 1:08","300 quackenbos st ne, washington, dc 20011, usa"
"3/22/2017 8:24","DAY","THEFT F/AUTO","OTHERS","300  QUINTANA PLACE NE, WASHINGTON, DC",-77.0027443,38.96436,NA,4,406,4,"4B","Cluster 19","009505 1",9505,"Precinct 65",17046450,399846,144049,"3/21/2017 22:20","3/22/2017 7:30","300 quintana pl ne, washington, md 20011, usa"
"11/27/2016 9:20","DAY","THEFT F/AUTO","OTHERS","300  QUINTANA PLACE NE, WASHINGTON, DC",-77.0027443,38.96436,NA,4,406,4,"4B","Cluster 19","009505 1",9505,"Precinct 65",16201170,399846,144049,"11/25/2016 6:30","11/27/2016 9:00","300 quintana pl ne, washington, md 20011, usa"
"5/30/2017 17:43","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17091314,399852,143321,"5/30/2017 16:37","","300 riggs rd ne, washington, dc 20011, usa"
"5/27/2017 19:29","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17089471,399852,143321,"5/27/2017 18:57","5/27/2017 19:25","300 riggs rd ne, washington, dc 20011, usa"
"5/17/2017 15:21","EVENING","ASSAULT W/DANGEROUS WEAPON","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17082640,399852,143321,"5/17/2017 14:15","5/17/2017 14:25","300 riggs rd ne, washington, dc 20011, usa"
"5/15/2017 19:40","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17081416,399852,143321,"5/15/2017 18:12","5/15/2017 18:16","300 riggs rd ne, washington, dc 20011, usa"
"5/8/2017 20:14","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17076853,399852,143321,"5/8/2017 18:35","5/8/2017 18:59","300 riggs rd ne, washington, dc 20011, usa"
"4/19/2017 13:26","DAY","THEFT F/AUTO","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17064261,399852,143321,"4/19/2017 11:50","4/19/2017 12:24","300 riggs rd ne, washington, dc 20011, usa"
"4/17/2017 17:33","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17063103,399852,143321,"4/17/2017 16:05","4/17/2017 16:08","300 riggs rd ne, washington, dc 20011, usa"
"4/10/2017 14:54","DAY","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17058559,399852,143321,"4/10/2017 13:50","4/10/2017 14:00","300 riggs rd ne, washington, dc 20011, usa"
"4/3/2017 15:21","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17054091,399852,143321,"3/28/2017 14:29","4/3/2017 15:20","300 riggs rd ne, washington, dc 20011, usa"
"3/30/2017 22:40","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17052062,399852,143321,"3/30/2017 21:35","3/30/2017 21:45","300 riggs rd ne, washington, dc 20011, usa"
"3/22/2017 19:31","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17046865,399852,143321,"3/22/2017 17:42","3/22/2017 18:10","300 riggs rd ne, washington, dc 20011, usa"
"3/12/2017 12:05","DAY","THEFT F/AUTO","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17040914,399852,143321,"3/12/2017 11:42","3/12/2017 12:05","300 riggs rd ne, washington, dc 20011, usa"
"3/8/2017 11:14","DAY","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17038481,399852,143321,"3/8/2017 9:59","3/8/2017 10:15","300 riggs rd ne, washington, dc 20011, usa"
"2/20/2017 21:15","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17029346,399852,143321,"2/20/2017 19:00","2/20/2017 20:15","300 riggs rd ne, washington, dc 20011, usa"
"2/17/2017 22:41","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17027664,399852,143321,"2/17/2017 20:50","2/17/2017 20:58","300 riggs rd ne, washington, dc 20011, usa"
"2/16/2017 21:53","EVENING","THEFT F/AUTO","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17026921,399852,143321,"2/16/2017 8:15","2/16/2017 9:30","300 riggs rd ne, washington, dc 20011, usa"
"2/16/2017 20:34","EVENING","THEFT F/AUTO","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17027055,399852,143321,"2/16/2017 19:20","2/16/2017 19:35","300 riggs rd ne, washington, dc 20011, usa"
"2/9/2017 21:38","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17023080,399852,143321,"2/9/2017 20:50","2/9/2017 21:38","300 riggs rd ne, washington, dc 20011, usa"
"1/27/2017 22:15","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17015432,399852,143321,"1/27/2017 21:00","1/27/2017 21:01","300 riggs rd ne, washington, dc 20011, usa"
"1/27/2017 17:55","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17015274,399852,143321,"1/27/2017 16:34","1/27/2017 16:35","300 riggs rd ne, washington, dc 20011, usa"
"1/26/2017 18:13","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17014697,399852,143321,"1/26/2017 17:35","1/26/2017 18:13","300 riggs rd ne, washington, dc 20011, usa"
"1/21/2017 15:24","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17011615,399852,143321,"1/21/2017 12:54","1/21/2017 13:40","300 riggs rd ne, washington, dc 20011, usa"
"1/19/2017 20:24","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17010728,399852,143321,"1/19/2017 18:24","1/19/2017 18:40","300 riggs rd ne, washington, dc 20011, usa"
"1/14/2017 10:07","DAY","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17007074,399852,143321,"1/13/2017 12:44","1/13/2017 15:04","300 riggs rd ne, washington, dc 20011, usa"
"1/12/2017 20:34","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17006655,399852,143321,"1/12/2017 18:53","1/12/2017 19:00","300 riggs rd ne, washington, dc 20011, usa"
"1/12/2017 18:40","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17006576,399852,143321,"1/12/2017 17:38","","300 riggs rd ne, washington, dc 20011, usa"
"1/8/2017 19:10","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17004241,399852,143321,"1/8/2017 12:05","1/8/2017 14:24","300 riggs rd ne, washington, dc 20011, usa"
"1/8/2017 16:27","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17004308,399852,143321,"1/8/2017 15:26","1/8/2017 16:00","300 riggs rd ne, washington, dc 20011, usa"
"1/7/2017 18:48","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17003964,399852,143321,"1/7/2017 18:01","1/7/2017 18:06","300 riggs rd ne, washington, dc 20011, usa"
"1/1/2017 19:43","EVENING","ASSAULT W/DANGEROUS WEAPON","GUN","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",17000622,399852,143321,"1/1/2017 18:19","1/1/2017 19:43","300 riggs rd ne, washington, dc 20011, usa"
"12/15/2016 21:33","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",16211895,399852,143321,"12/15/2016 20:50","12/15/2016 21:33","300 riggs rd ne, washington, dc 20011, usa"
"12/15/2016 20:24","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",16211832,399852,143321,"12/15/2016 14:00","12/15/2016 19:27","300 riggs rd ne, washington, dc 20011, usa"
"12/14/2016 18:30","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",16211155,399852,143321,"12/14/2016 11:05","12/14/2016 14:34","300 riggs rd ne, washington, dc 20011, usa"
"12/9/2016 17:25","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",16208324,399852,143321,"12/9/2016 15:00","12/9/2016 15:30","300 riggs rd ne, washington, dc 20011, usa"
"12/6/2016 22:09","EVENING","THEFT F/AUTO","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",16206805,399852,143321,"12/6/2016 21:35","12/6/2016 22:05","300 riggs rd ne, washington, dc 20011, usa"
"12/1/2016 17:11","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",16203653,399852,143321,"12/1/2016 16:20","12/1/2016 16:30","300 riggs rd ne, washington, dc 20011, usa"
"11/29/2016 12:28","DAY","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",16202312,399852,143321,"11/29/2016 11:09","","300 riggs rd ne, washington, dc 20011, usa"
"11/21/2016 10:29","DAY","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",16198015,399852,143321,"11/21/2016 9:21","11/21/2016 9:25","300 riggs rd ne, washington, dc 20011, usa"
"11/15/2016 21:27","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",16194852,399852,143321,"11/15/2016 20:10","11/15/2016 20:15","300 riggs rd ne, washington, dc 20011, usa"
"11/13/2016 15:33","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",16193504,399852,143321,"11/13/2016 14:19","11/13/2016 14:25","300 riggs rd ne, washington, dc 20011, usa"
"11/2/2016 16:05","EVENING","THEFT/OTHER","OTHERS","300  RIGGS ROAD NE, WASHINGTON, DC",-77.0021018,38.957371,NA,4,406,4,"4B","Cluster 19","009505 3",9505,"Precinct 65",16186945,399852,143321,"11/2/2016 13:51","11/2/2016 14:30","300 riggs rd ne, washington, dc 20011, usa"
